pubmed_id	target_gene_species	Gene	genBank_access	miRNA_species	miRNA
18803879	Homo sapiens	NOTCH3	NM_000435	Homo sapiens	hsa-miR-34c
18803879	Homo sapiens	NOTCH2	NM_024408	Homo sapiens	hsa-miR-34c
18803879	Homo sapiens	NOTCH4	NM_004557	Homo sapiens	hsa-miR-34c
18803879	Homo sapiens	HMGA2	NM_003484	Homo sapiens	hsa-miR-34c
18803879	Homo sapiens	NOTCH1	NM_017617	Homo sapiens	hsa-miR-34c
18803879	Homo sapiens	BCL2	NM_000657	Homo sapiens	hsa-miR-34c
20212154	Homo sapiens	MYC	NM_002467	Homo sapiens	hsa-miR-34c-5p
21856783	Homo sapiens	HDAC4	NM_006037	Homo sapiens	hsa-miR-365
17621267	Homo sapiens	MAP3K8	NM_005204	Homo sapiens	hsa-miR-370
16564011	Homo sapiens	LATS2	NM_014572	Homo sapiens	hsa-miR-372
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-372
18155131	Homo sapiens	LATS2	NM_014572	Homo sapiens	hsa-miR-372
19229866	Homo sapiens	TRPS1	NM_014112	Homo sapiens	hsa-miR-372
19229866	Homo sapiens	MBNL2	NM_207304	Homo sapiens	hsa-miR-372
19229866	Homo sapiens	KLF13	NM_015995	Homo sapiens	hsa-miR-372
19229866	Homo sapiens	KLF13	NM_015995	Homo sapiens	hsa-miR-372
19885849	Homo sapiens	NR4A2	NM_006186	Homo sapiens	hsa-miR-372
19885849	Homo sapiens	ERBB4	NM_005235	Homo sapiens	hsa-miR-372
20154725	Homo sapiens	RECK	NM_021111	Homo sapiens	hsa-miR-372
20154725	Homo sapiens	RECK	NM_021111	Homo sapiens	hsa-miR-372
19158933	Homo sapiens	CD44	NM_001001392	Homo sapiens	hsa-miR-373
16564011	Homo sapiens	LATS2	NM_014572	Homo sapiens	hsa-miR-373
18193036	Homo sapiens	CD44	NM_001001392	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	RPIA	NM_144563	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	ZHX1	NM_007222	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C4orf28	NM_145048	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TTC8	NM_144596	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	ADAM9	NM_003816	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	MED28	NM_025205	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C13orf27	NM_138779	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	AOF1	NM_153042	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	MICA	NM_000247	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CNOT6	NM_015455	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	2-Sep	NM_004404	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C9orf78	NM_016482	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	ANKRD13B	NM_152345	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	ANKRD52	NM_173595	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	SLC25A23	NM_024103	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	KIAA1919	NM_153369	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	HSPA14	NM_016299	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	ZNF226	NM_016444	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	STK4	NM_006282	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TMEM14A	NM_014051	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	PDIK1L	NM_152835	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TFAP4	NM_003223	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TBC1D2	NM_018421	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TMEM9B	NM_020644	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	NIN	NM_016350	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	UBH1	AF022789	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	BAZ1A	NM_013448	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	PRC1	NM_003981	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	GLTP	NM_016433	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	INSIG2	NM_016133	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TUSC2	NM_007275	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CDC2L6	NM_015076	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CFL2	NM_021914	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CENPF	NM_016343	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	GPSM2	NM_013296	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C20orf142	NM_001080472	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	STX11	NM_003764	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	TNFAIP1	NM_021137	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	RNF149	NM_173647	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C12orf23	NM_152261	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CYB5R4	NM_016230	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	GBP3	NM_018284	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CD83	NM_004233	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	FYCO1	NM_024513	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	PBK	NM_018492	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CMTM4	NM_178818	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	ARHGEF3	NM_019555	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	MKRN1	NM_013446	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	LMNB1	NM_005573	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	LUC7L2	NM_016019	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	HERPUD1	NM_014685	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	VPS26A	NM_004896	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	KLHL12	NM_021633	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	MYBL1	XM_034274	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	NUPL1	NM_014778	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	LOC51035	NM_015853	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	KIAA1399	AB037820	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	CD24	NM_013230	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	PHC2	NM_004427	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	PCGF5	NM_032373	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C2orf18	NM_017877	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	C5orf5	NM_016603	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	GBAS	NM_001483	Homo sapiens	hsa-miR-373
15685193	Homo sapiens	KIF23	NM_138555	Homo sapiens	hsa-miR-373
20154725	Homo sapiens	RECK	NM_021111	Homo sapiens	hsa-miR-373
20154725	Homo sapiens	RECK	NM_021111	Homo sapiens	hsa-miR-373
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-373
20100814	Homo sapiens	YAP1	NM_006106	Homo sapiens	hsa-miR-375
20215506	Homo sapiens	YWHAZ	NM_145690	Homo sapiens	hsa-miR-375
20548334	Homo sapiens	JAK2	NM_004972	Homo sapiens	hsa-miR-375
20548334	Homo sapiens	JAK2	NM_004972	Homo sapiens	hsa-miR-375
17322061	Homo sapiens	SFRS11	NM_004768	Homo sapiens	hsa-miR-376a
17322061	Homo sapiens	SFRS11	NM_004768	Homo sapiens	hsa-miR-376a
17322061	Homo sapiens	SLC16A1	NM_003051	Homo sapiens	hsa-miR-376a
17322061	Homo sapiens	SLC16A1	NM_003051	Homo sapiens	hsa-miR-376a
17322061	Homo sapiens	TTK	NM_003318	Homo sapiens	hsa-miR-376a
17322061	Homo sapiens	TTK	NM_003318	Homo sapiens	hsa-miR-376a
18716028	Homo sapiens	PAK1	NM_001128620	Homo sapiens	hsa-miR-377
18077375	Homo sapiens	TUSC2	NM_007275	Homo sapiens	hsa-miR-378
18077375	Homo sapiens	SUFU	NM_016169	Homo sapiens	hsa-miR-378
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-378
21394385	Homo sapiens	rs2737 	NM_176096 	Homo sapiens	hsa-miR-379
20871609	Homo sapiens	p53	NM_000546 	Homo sapiens	hsa-miR-380-5p
21435336	Homo sapiens	LRRC4	NM_022143 	Homo sapiens	hsa-miR-381 
19802518	Homo sapiens	CBX7	NM_175709	Homo sapiens	hsa-miR-421
19802518	Homo sapiens	RBMXL1	NM_019610	Homo sapiens	hsa-miR-421
18701644	Homo sapiens	CDK6	NM_001145306	Homo sapiens	hsa-miR-424
18701644	Homo sapiens	CCNE1	NM_057182	Homo sapiens	hsa-miR-424
18701644	Homo sapiens	CCND3	NM_001136126	Homo sapiens	hsa-miR-424
18701644	Homo sapiens	CCND1	NM_053056	Homo sapiens	hsa-miR-424
18056638	Homo sapiens	NFIA	NM_005595	Homo sapiens	hsa-miR-424
20065103	Homo sapiens	FGFR1	NM_023105	Homo sapiens	hsa-miR-424
20065103	Homo sapiens	MAP2K1	NM_002755	Homo sapiens	hsa-miR-424
19692702	Homo sapiens	PLAG1	NM_002655	Homo sapiens	hsa-miR-424
21885851	Homo sapiens	VEGFR2	NM_002253	Homo sapiens	hsa-miR-424
21885851	Homo sapiens	FGFR1	NM_001174066	Homo sapiens	hsa-miR-424
21885851	Homo sapiens	VEGF	NM_001171630	Homo sapiens	hsa-miR-424
17889671	Homo sapiens	LGALS3	NM_002306	Homo sapiens	hsa-miR-424
17923093	Homo sapiens	RERE	NM_012102	Homo sapiens	hsa-miR-429
17923093	Homo sapiens	RERE	NM_012102	Homo sapiens	hsa-miR-429
17923093	Homo sapiens	RERE	NM_012102	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	FOG2	NM_012082	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	ERBB2IP	NM_018695	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	BAP1	NM_004656	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	KLHL20	NM_014458	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	PTPRD	NM_002839	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	ELMO2	NM_133171	Homo sapiens	hsa-miR-429
20005803	Homo sapiens	WDR37	NM_014023	Homo sapiens	hsa-miR-429
19671845	Homo sapiens	ERRFI1	NM_018948	Homo sapiens	hsa-miR-429
18252210	Homo sapiens	FGF20	NM_019851	Homo sapiens	hsa-miR-433
20181727	Homo sapiens	HDAC6	NM_006044	Homo sapiens	hsa-miR-433
19351815	Homo sapiens	WISP2	NM_003881	Homo sapiens	hsa-miR-449a
18645025	Homo sapiens	ABCB1	NM_000927	Homo sapiens	hsa-miR-451
19318487	Homo sapiens	MIF	NM_002415	Homo sapiens	hsa-miR-451
19370765	Homo sapiens	NTRK3	NM_001007156	Homo sapiens	hsa-miR-485-3p
19440384	Homo sapiens	GCA	NM_012198	Homo sapiens	hsa-miR-489
19440384	Homo sapiens	PEX7	NM_000288	Homo sapiens	hsa-miR-489
20039318	Homo sapiens	BCL2L1	NM_138578	Homo sapiens	hsa-mir-491
20006626	Homo sapiens	PTEN	NM_000314	Homo sapiens	hsa-miR-494
20006626	Homo sapiens	PTEN	NM_000314	Homo sapiens	hsa-miR-494
19789321	Homo sapiens	SET8	NM_020382	Homo sapiens	hsa-miR-502-5p
19538740	Homo sapiens	CCND1	NM_053056	Homo sapiens	hsa-miR-503
21220732	Homo sapiens	CDC25A	NM_201567	Homo sapiens	hsa-miR-503
21220732	Homo sapiens	CCNE1	NM_001238 	Homo sapiens	hsa-miR-503
21220732	Homo sapiens	CCNE1	NM_001238 	Homo sapiens	hsa-miR-503
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-504
19370765	Homo sapiens	NTRK3	NM_001007156	Homo sapiens	hsa-miR-509-3p
18614545	Homo sapiens	HTR3E	NM_182589	Homo sapiens	hsa-miR-510
18922924	Homo sapiens	SPDEF	NM_012391	Homo sapiens	hsa-miR-510
20372864	Homo sapiens	CFLAR	NM_003879	Homo sapiens	hsa-miR-512-3p
19155478	Homo sapiens	CD274	NM_014143	Homo sapiens	hsa-miR-513a-5p
20354523	Homo sapiens	KLK10	NM_002776	Homo sapiens	hsa-miR-516a-5p
21169410	Homo sapiens	SULF1	NM_015170 	Homo sapiens	hsa-miR-516a-5p
18573883	Homo sapiens	ABCG2	NM_004827	Homo sapiens	hsa-miR-519c-3p
19109132	Homo sapiens	MICA	NM_000247	Homo sapiens	hsa-miR-520b
19158933	Homo sapiens	CD44	NM_001001392	Homo sapiens	hsa-mir-520c
18193036	Homo sapiens	CD44	NM_001001392	Homo sapiens	hsa-miR-520c
18684319	Homo sapiens	APP	NM_201414	Homo sapiens	hsa-miR-520c-3p
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-520g
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-520h
18189265	Homo sapiens	ABCG2	NM_004827	Homo sapiens	hsa-miR-520h
19336521	Homo sapiens	RUNX3	NM_004350	Homo sapiens	hsa-miR-532-5p
19486885	Homo sapiens	ERBB2	NM_004448	Homo sapiens	hsa-miR-548d-3p
19584269	Homo sapiens	MTA1	NM_004689	Homo sapiens	hsa-miR-559
19486885	Homo sapiens	ERBB2	NM_004448	Homo sapiens	hsa-miR-559
19336450	Homo sapiens	SEC24D	NM_014822	Homo sapiens	hsa-miR-605
19998415	Homo sapiens	KRT	NM_002276	Homo sapiens	hsa-miR-615-5p
21224345	Homo sapiens	TFPI-2	NM_006528	Homo sapiens	hsa-miR-616
21528065	Homo sapiens	ING1	NM_198219	Homo sapiens	hsa-miR-622
22016468	Homo sapiens	K-Ras	NM_004985	Homo sapiens	hsa-miR-622
22016468	Homo sapiens	K-Ras	NM_004985	Homo sapiens	hsa-miR-622
22016468	Homo sapiens	K-Ras	NM_004985	Homo sapiens	hsa-miR-622
19370765	Homo sapiens	NTRK3	NM_001007156	Homo sapiens	hsa-miR-625
21880893	Homo sapiens	Osx	NM_152860	Homo sapiens	hsa-miR-637 
20381459	Homo sapiens	ING4	NM_001127582	Homo sapiens	hsa-miR-650
18602895	Homo sapiens	IGF2R	NM_000876	Homo sapiens	hsa-miR-657
18723524	Homo sapiens	GRN	NM_002087	Homo sapiens	hsa-miR-659
19584269	Homo sapiens	MTA1	NM_004689	Homo sapiens	hsa-miR-661
19926638	Homo sapiens	RB1	NM_000321	Homo sapiens	hsa-miR-675
18483236	Homo sapiens	IRS2	NM_003749	Homo sapiens	hsa-miR-7
18483236	Homo sapiens	IRS2	NM_003749	Homo sapiens	hsa-miR-7
18483236	Homo sapiens	IRS1	NM_005544	Homo sapiens	hsa-miR-7
18483236	Homo sapiens	EGFR	NM_005228	Homo sapiens	hsa-miR-7
18483236	Homo sapiens	EGFR	NM_005228	Homo sapiens	hsa-miR-7
18483236	Homo sapiens	EGFR	NM_005228	Homo sapiens	hsa-miR-7
19072608	Homo sapiens	RAF1	NM_002880	Homo sapiens	hsa-miR-7
19072608	Homo sapiens	RAF1	NM_002880	Homo sapiens	hsa-miR-7
19073608	Homo sapiens	EGFR	NM_005228	Homo sapiens	hsa-miR-7
19073608	Homo sapiens	EGFR	NM_005228	Homo sapiens	hsa-miR-7
18922890	Homo sapiens	PAK1	NM_001128620	Homo sapiens	hsa-miR-7
19628698	Homo sapiens	SNCA	NM_000345	Homo sapiens	hsa-miR-7
19892711	Homo sapiens	CD98	NM_002394	Homo sapiens	hsa-miR-7
21156648	Homo sapiens	EGFR	NM_005228 	Homo sapiens	hsa-miR-7
21156648	Homo sapiens	IRS2	NM_003749 	Homo sapiens	hsa-miR-7
21156648	Homo sapiens	TNK2	NM_005781 	Homo sapiens	hsa-miR-7
21852381	Homo sapiens	ZEB2	NR_033258	Homo sapiens	hsa-miR-708
21852381	Homo sapiens	BMI1	NM_005180	Homo sapiens	hsa-miR-708
21852381	Homo sapiens	Survivin	NM_001168	Homo sapiens	hsa-miR-708
21852381	Homo sapiens	Survivin	NM_001168	Homo sapiens	hsa-miR-708
21852381	Homo sapiens	Survivin	NM_001168	Homo sapiens	hsa-miR-708
21885853	Homo sapiens	ABCA1	NM_005502	Homo sapiens	hsa-miR-758
21885853	Homo sapiens	ABCA1	NM_005502	Homo sapiens	hsa-miR-758
21885853	Homo sapiens	Slc38a1	NM_001077484	Homo sapiens	hsa-miR-758
21885853	Homo sapiens	Epha7	NM_004440	Homo sapiens	hsa-miR-758
19370765	Homo sapiens	NTRK3	NM_001007156	Homo sapiens	hsa-miR-765
19897480	Homo sapiens	MeCP2	NM_004992	Homo sapiens	hsa-miR-802
19897480	Homo sapiens	MeCP2	NM_004992	Homo sapiens	hsa-miR-802
20558762	Homo sapiens	hAT1R	NM_032049	Homo sapiens	hsa-miR-802
21914725	Homo sapiens	TP53INP2	NM_021202 	Homo sapiens	hsa-mir-877 
21914725	Homo sapiens	FXR2	NM_004860	Homo sapiens	hsa-mir-877 
21914725	Homo sapiens	SMG5	NM_015327	Homo sapiens	hsa-mir-877 
21914725	Homo sapiens	SCN3A	NM_006922 	Homo sapiens	hsa-mir-877 
21914725	Homo sapiens	EFNA5	NM_001962	Homo sapiens	hsa-mir-877 
21914725	Homo sapiens	ELF1	NM_172373	Homo sapiens	hsa-mir-877 
18434550	Homo sapiens	BACE1	NM_138973	Homo sapiens	hsa-miR-9
17483472	Homo sapiens	NTRK3	NM_001007156	Homo sapiens	hsa-miR-9
18583325	Homo sapiens	PRDM1	NM_182907	Homo sapiens	hsa-miR-9
18583325	Homo sapiens	PRDM1	NM_182907	Homo sapiens	hsa-miR-9
18583325	Homo sapiens	PRDM1	NM_182907	Homo sapiens	hsa-miR-9
19118166	Homo sapiens	REST	NM_005612	Homo sapiens	hsa-miR-9
20173740	Homo sapiens	CDH1	NM_004360	Homo sapiens	hsa-miR-9
20028871	Homo sapiens	FOXO1	NM_002015	Homo sapiens	hsa-miR-9
19702828	Homo sapiens	NFKB1	NM_003998	Homo sapiens	hsa-miR-9
21857646	Homo sapiens	CAMTA1	NM_015215 	Homo sapiens	hsa-miR-9
19118166	Homo sapiens	RCOR1	NM_015156	Homo sapiens	hsa-miR-9
21857646	Homo sapiens	CAMTA1	NM_015215 	Homo sapiens	hsa-miR-9
19336759	Homo sapiens	VHL	NM_000551	Homo sapiens	hsa-miR-92-1
19460962	Homo sapiens	ITGA5	NM_002205	Homo sapiens	hsa-miR-92a
19390056	Homo sapiens	BMPRII	NM_001204	Homo sapiens	hsa-miR-92a
19544458	Homo sapiens	CDKN1C	NM_000076	Homo sapiens	hsa-miR-92b
18728182	Homo sapiens	TAF6L	NM_006473	Homo sapiens	hsa-miR-93
19671678	Homo sapiens	FUS1	NM_007275	Homo sapiens	hsa-miR-93
19486339	Homo sapiens	E2F1	NM_005225	Homo sapiens	hsa-miR-93
19422085	Homo sapiens	CDKN1A	NM_078467	Homo sapiens	hsa-miR-93
18328430	Homo sapiens	E2F1	NM_005225	Homo sapiens	hsa-miR-93
18328430	Homo sapiens	CDKN1A	NM_078467	Homo sapiens	hsa-miR-93
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-93
18283276	Homo sapiens	HTR1B	NM_000863	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	ADCY6	NM_015270	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	ADCY6	NM_015270	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	ADCY6	NM_015270	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	ADCY6	NM_015270	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	ADCY6	NM_015270	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	ADCY6	NM_015270	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	MITF	NM_198159	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	MITF	NM_198159	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	MITF	NM_198159	Homo sapiens	hsa-miR-96
17597072	Homo sapiens	MITF	NM_198159	Homo sapiens	hsa-miR-96
20028871	Homo sapiens	FOXO1	NM_002015	Homo sapiens	hsa-miR-96
19502786	Homo sapiens	IRS1	NM_005544	Homo sapiens	hsa-miR-96
19363479	Homo sapiens	AQP5	BC032946	Homo sapiens	hsa-miR-96
19363479	Homo sapiens	CELSR2	NM_001408	Homo sapiens	hsa-miR-96
19363479	Homo sapiens	ODF2	NM_153437	Homo sapiens	hsa-miR-96
19363479	Homo sapiens	MYRIP	NM_015460	Homo sapiens	hsa-miR-96
19363479	Homo sapiens	RYK	NM_001005861	Homo sapiens	hsa-miR-96
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
17222355	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-miR-98
19671678	Homo sapiens	FUS1	NM_007275	Homo sapiens	hsa-miR-98
20484036	Homo sapiens	mTOR	NM_004958	Homo sapiens	hsa-miR-99a
20484036	Homo sapiens	IGF-IR	NM_000875	Homo sapiens	hsa-miR-99a
20484036	Homo sapiens	RPTOR	NM_020761	Homo sapiens	hsa-miR-99a
19843843	Homo sapiens	FGFR3	NM_000142	Homo sapiens	hsa-miR-99a
17637574	Homo sapiens	RAVER2	NM_018211	Homo sapiens	hsa-miR-99a
17637574	Homo sapiens	RAVER2	NM_018211	Homo sapiens	hsa-miR-99b
