pubmed_id	target_gene_species	Gene	genBank_access	miRNA_species	miRNA
19179606	Homo sapiens	KRAS	NM_033360	Homo sapiens	hsa-let-71f1
19179606	Homo sapiens	HMGA2	NM_003484	Homo sapiens	hsa-let-71f1
19179606	Homo sapiens	HMGA1	NM_145905	Homo sapiens	hsa-let-71f1
17220301	Homo sapiens	NF2	NM_181833	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	KRAS	NM_004985	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
15766527	Homo sapiens	NRAS	NM_002524	Homo sapiens	hsa-let-7a
17890240	Homo sapiens	TRIM71	NM_001039111	Homo sapiens	hsa-let-7a
17890240	Homo sapiens	TRIM71	NM_001039111	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7a
16495412	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-let-7a
18758960	Homo sapiens	CASP3	NM_032991	Homo sapiens	hsa-let-7a
18700235	Homo sapiens	DICER1	NM_177438	Homo sapiens	hsa-let-7a
18583325	Homo sapiens	PRDM1	NM_182907	Homo sapiens	hsa-let-7a
18679415	Homo sapiens	ITGB3	NM_000212	Homo sapiens	hsa-let-7a
20144220	Homo sapiens	EIF2C4	NM_017629	Homo sapiens	hsa-let-7a
20005451	Homo sapiens	HRAS	NM_005343	Homo sapiens	hsa-let-7a
19939273	Homo sapiens	ACP1	NM_007099	Homo sapiens	hsa-let-7a
19939273	Homo sapiens	DAD1	NM_001344	Homo sapiens	hsa-let-7a
19939273	Homo sapiens	EIF3S1	NM_003758	Homo sapiens	hsa-let-7a
19939273	Homo sapiens	MED28	NM_025205	Homo sapiens	hsa-let-7a
19939273	Homo sapiens	RTCD1	NM_003729	Homo sapiens	hsa-let-7a
19939273	Homo sapiens	SMOX	NM_175839	Homo sapiens	hsa-let-7a
20351193	Homo sapiens	κB-Ras2 	NM_017595 	Homo sapiens	hsa-let-7a
20668208	Homo sapiens	MOR 	NM_000914 	Homo sapiens	hsa-let-7a
22018986	Homo sapiens	NIRF	NM_152896	Homo sapiens	hsa-let-7a
17637574	Homo sapiens	RAVER2	NM_018211	Homo sapiens	hsa-let-7a
19179606	Homo sapiens	KRAS	NM_033360	Homo sapiens	hsa-let-7a3b
19179606	Homo sapiens	HMGA2	NM_003484	Homo sapiens	hsa-let-7a3b
19179606	Homo sapiens	HMGA1	NM_145905	Homo sapiens	hsa-let-7a3b
19126550	Homo sapiens	CDC34	NM_004359	Homo sapiens	hsa-let-7b
15131085	Homo sapiens	LIN28	NM_024674	Homo sapiens	hsa-let-7b
18379589	Homo sapiens	CCND1	NM_053056	Homo sapiens	hsa-let-7b
18026111	Homo sapiens	CDC25A	NM_201567	Homo sapiens	hsa-let-7b
18026111	Homo sapiens	BCL7A	NM_020993	Homo sapiens	hsa-let-7b
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7b
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7b
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7b
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7b
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7b
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7b
17699775	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-let-7b
17699775	Homo sapiens	CDC25A	NM_201567	Homo sapiens	hsa-let-7b
19998415	Homo sapiens	KRT	NM_002276	Homo sapiens	hsa-let-7b
17877811	Homo sapiens	MYC	NM_002467	Homo sapiens	hsa-let-7c
17890240	Homo sapiens	TRIM71	NM_001039111	Homo sapiens	hsa-let-7c
18403645	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7c
19841744	Homo sapiens	TGFBR1	NM_004612	Homo sapiens	hsa-let-7c
19841744	Homo sapiens	TGFBR1	NM_004612	Homo sapiens	hsa-let-7c
19939273	Homo sapiens	EIF3S1	NM_003758	Homo sapiens	hsa-let-7c
19939273	Homo sapiens	MED28	NM_025205	Homo sapiens	hsa-let-7c
19939273	Homo sapiens	RTCD1	NM_003729	Homo sapiens	hsa-let-7c
18700235	Homo sapiens	DICER1	NM_177438	Homo sapiens	hsa-let-7d
19939273	Homo sapiens	DAD1	NM_001344	Homo sapiens	hsa-let-7d
19939273	Homo sapiens	EIF4G2	NM_001418	Homo sapiens	hsa-let-7d
19939273	Homo sapiens	RABGAP1L	NM_014857	Homo sapiens	hsa-let-7d
19939273	Homo sapiens	SMOX	NM_175839	Homo sapiens	hsa-let-7d
19703567	Homo sapiens	DAD3R	NM_000796	Homo sapiens	hsa-let-7d
15131085	Homo sapiens	SMC1A	NM_006306	Homo sapiens	hsa-let-7e
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7e
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7e
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7e
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7e
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7e
17437991	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7e
19939273	Homo sapiens	DAD1	NM_001344	Homo sapiens	hsa-let-7e
19939273	Homo sapiens	RABGAP1L	NM_014857	Homo sapiens	hsa-let-7e
19398721	Homo sapiens	WNT1	NM_005430	Homo sapiens	hsa-let-7e
18627289	Homo sapiens	KLK10	NM_001077500	Homo sapiens	hsa-let-7f
18627289	Homo sapiens	KLK6	NM_001012965	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	VIM	NM_003380	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	ESM1	NM_001135604	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	EEF1A2	NM_001958	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	TFF1	NM_003225	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	NTS	NM_006183	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	FDPS	NM_001135822	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	ASS1	NM_054012	Homo sapiens	hsa-let-7f
18560586	Homo sapiens	KIF1A	NM_004321	Homo sapiens	hsa-let-7f
20354523	Homo sapiens	KLK10	NM_002776	Homo sapiens	hsa-let-7f
18413726	Homo sapiens	IGF2BP1	NM_006546	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
17600087	Homo sapiens	HMGA2	NM_003483	Homo sapiens	hsa-let-7g
19939273	Homo sapiens	DAD1	NM_001344	Homo sapiens	hsa-let-7g
19939273	Homo sapiens	EIF4G2	NM_001418	Homo sapiens	hsa-let-7g
17660297	Homo sapiens	TLR4	NM_138554	Homo sapiens	hsa-let-7i
19939273	Homo sapiens	BMP2K	NM_198892	Homo sapiens	hsa-let-7i
19939273	Homo sapiens	DAD1	NM_001344	Homo sapiens	hsa-let-7i
19939273	Homo sapiens	EIF4G2	NM_001418	Homo sapiens	hsa-let-7i
19939273	Homo sapiens	FANCD2	NM_033084	Homo sapiens	hsa-let-7i
14697198	Homo sapiens	G6PD	NM_001042351	Homo sapiens	hsa-miR-1
14697198	Homo sapiens	G6PD	NM_001042351	Homo sapiens	hsa-miR-1
14697198	Homo sapiens	G6PD	NM_001042351	Homo sapiens	hsa-miR-1
14697198	Homo sapiens	BDNF	NM_170735	Homo sapiens	hsa-miR-1
14697198	Homo sapiens	BDNF	NM_170735	Homo sapiens	hsa-miR-1
14697198	Homo sapiens	BDNF	NM_170735	Homo sapiens	hsa-miR-1
17401374	Homo sapiens	KCNJ2	NM_000891	Homo sapiens	hsa-miR-1
17401374	Homo sapiens	GJA1	NM_000165	Homo sapiens	hsa-miR-1
17443681	Homo sapiens	KCNE1	NM_000219	Homo sapiens	hsa-miR-1
17443681	Homo sapiens	KCNE1	NM_000219	Homo sapiens	hsa-miR-1
17443681	Homo sapiens	KCNE1	NM_000219	Homo sapiens	hsa-miR-1
17715156	Homo sapiens	HSPD1	NM_199440	Homo sapiens	hsa-miR-1
17715156	Homo sapiens	HSPA1A	NM_005345	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TWF1	NM_002822	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	UHMK1	NM_175866	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ARF4	NM_001660	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	FAM81A	NM_152450	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SFRS9	NM_003769	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ADAR	NM_001111	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	MTX1	NM_002455	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ISY1	NM_020701	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ACPL2	NM_152282	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	GNPDA2	NM_138335	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	NETO2	NM_018092	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	MMD	NM_012329	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LOC51685	NM_016171	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	RAB11FIP2	NM_014904	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	UST	NM_005715	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	RBM47	NM_019027	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	HPS4	NM_152840	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LASP1	NM_006148	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TIMP3	NM_000362	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SERP1	NM_014445	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ANKIB1	NM_019004	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TH1L	NM_016397	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	KIF2A	NM_004520	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	INPP5F	NM_014937	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ARHGEF18	NM_015318	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LOC220963	XM_166145	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	DDX5	NM_004396	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CAP1	NM_006367	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	RABGAP1L	NM_014857	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	IFT52	NM_016004	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	IHPK2	NM_016291	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SDC4	NM_002999	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	H3F3B	NM_005324	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LIN7C	NM_018362	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	RABL2A	NM_013412	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	C12orf49	NM_024738	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	KIAA1340	XM_044836	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CHST11	NM_018413	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TAGLN2	NM_003564	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	RNF138	NM_016271	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SRXN1	NM_080725	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	PDCD4	NM_145341	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	MTMR12	NM_019061	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	PREX1	NM_020820	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TPM4	NM_003290	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	NP	NM_000270	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TDP1	NM_018319	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ANKRD29	NM_173505	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CAND1	NM_018448	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SLC25A30	NM_001010875	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SERPINB5	NM_002639	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SLC44A1	NM_080546	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LRRC8	XM_026998	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CNOT6	NM_015455	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	GCH1	NM_000161	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	unknown	unknown	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	HIST1H3I	NM_003533	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	XPNPEP3	NM_022098	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	MGC27345	XR_001281	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CHSY1	NM_014918	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TRAPPC3	NM_014408	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	PGM2	NM_018290	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	EML4	NM_019063	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	FAM57A	NM_024792	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TNS4	NM_032865	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	KIAA1598	NM_018330	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	MXD4	NM_006454	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	BLCAP	NM_006698	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	POGK	NM_017542	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	AXL	NM_021913	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	C1orf96	NM_145257	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	POM121	NM_172020	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	PLEKHB2	NM_017958	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LASS2	NM_022075	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	FBLN2	NM_001998	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ARCN1	NM_001655	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	KIAA0370	AB002368	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	RABL2B	NM_007081	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CLG	XM_290828	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TRIM2	NM_015271	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	SH2D4A	NM_022071	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	HIST1H3B	NM_003537	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	PFTK1	NM_012395	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ARHGAP29	NM_004815	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	OSBPL7	NM_017731	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ARF3	NM_001659	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	LZTFL1	NM_020347	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	DHX15	NM_001358	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	EPB41L4B	NM_019114	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	POLR2K	NM_005034	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	CLCN3	NM_001829	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	OAT	NM_000274	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	C2orf3	NM_003203	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	C1orf56	NM_017860	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	ZNF264	NM_003417	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	TSPAN4	NM_003271	Homo sapiens	hsa-miR-1
18155131	Homo sapiens	GJA1	NM_000165	Homo sapiens	hsa-miR-1
18458081	Homo sapiens	HCN2	NM_001194	Homo sapiens	hsa-miR-1
18458081	Homo sapiens	HCN4	NM_005477	Homo sapiens	hsa-miR-1
15685193	Homo sapiens	PDCD4	NM_014456	Homo sapiens	hsa-miR-1
18818206	Homo sapiens	MET	NM_001127500	Homo sapiens	hsa-miR-1
18818206	Homo sapiens	MET	NM_001127500	Homo sapiens	hsa-miR-1
18818206	Homo sapiens	FoxP1	NM_001012505	Homo sapiens	hsa-miR-1
18818206	Homo sapiens	HDAC4	NM_006037	Homo sapiens	hsa-miR-1
18818206	Homo sapiens	PIM1	NM_002648	Homo sapiens	hsa-miR-1
20144220	Homo sapiens	CNN3	NM_001839	Homo sapiens	hsa-miR-1
20144220	Homo sapiens	LARP4	NM_052879	Homo sapiens	hsa-miR-1
20144220	Homo sapiens	TAGLN2	NM_003564	Homo sapiens	hsa-miR-1
20144220	Homo sapiens	ATP6V1B2	NM_001693	Homo sapiens	hsa-miR-1
19710019	Homo sapiens	MET	NM_000245	Homo sapiens	hsa-miR-1
19710019	Homo sapiens	MET	NM_000245	Homo sapiens	hsa-miR-1
19506341	Homo sapiens	BCL2	NM_000633	Homo sapiens	hsa-miR-1
21051663	Homo sapiens	Pim	NM_002648 	Homo sapiens	hsa-miR-1
20484036	Homo sapiens	IGF-IR	NM_000875	Homo sapiens	hsa-miR-100
20484036	Homo sapiens	RPTOR	NM_020761	Homo sapiens	hsa-miR-100
19843843	Homo sapiens	FGFR3	NM_000142	Homo sapiens	hsa-miR-100
19739117	Homo sapiens	PLK1	NM_005030	Homo sapiens	hsa-miR-100
20484036	Homo sapiens	mTOR	NM_004958	Homo sapiens	hsa-miR-100
18758459	Homo sapiens	ATXN1	NM_001128164	Homo sapiens	hsa-miR-101
20478051	Homo sapiens	EZH2	NM_004456	Homo sapiens	hsa-miR-101
20478051	Homo sapiens	EZH2	NM_004456	Homo sapiens	hsa-miR-101
14697198	Homo sapiens	MYCN	NM_005378	Homo sapiens	hsa-miR-101
14697198	Homo sapiens	MYCN	NM_005378	Homo sapiens	hsa-miR-101
18172933	Homo sapiens	ICOS	NM_012092	Homo sapiens	hsa-miR-101
19155302	Homo sapiens	MCL1	NM_182763	Homo sapiens	hsa-miR-101
19133256	Homo sapiens	PTGS2	NM_000963	Homo sapiens	hsa-miR-101
19008416	Homo sapiens	EZH2	NM_152998	Homo sapiens	hsa-miR-101
19008416	Homo sapiens	EZH2	NM_152998	Homo sapiens	hsa-miR-101
20617180	Homo sapiens	ATM	NM_000051 	Homo sapiens	hsa-miR-101
20617180	Homo sapiens	PRKDC	NM_006904 	Homo sapiens	hsa-miR-101
20617180	Homo sapiens	ATM	NM_000051 	Homo sapiens	hsa-miR-101
15131085	Homo sapiens	FBXW11	NM_033645	Homo sapiens	hsa-miR-103
18172933	Homo sapiens	ICOS	NM_012092	Homo sapiens	hsa-miR-103
17637574	Homo sapiens	SERBP1	NM_015640	Homo sapiens	hsa-miR-103
20886090	Homo sapiens	CCNE1	NM_001238	Homo sapiens	hsa-miR-103
20886090	Homo sapiens	CREB1	NM_004379 	Homo sapiens	hsa-miR-103
20886090	Homo sapiens	CDK2	NM_003948	Homo sapiens	hsa-miR-103
19509287	Homo sapiens	TLR2	NM_003264	Homo sapiens	hsa-miR-105
19175831	Homo sapiens	RB1	NM_000314	Homo sapiens	hsa-mir-106a
16461460	Homo sapiens	RB1	NM_000321	Homo sapiens	hsa-miR-106a
17589498	Homo sapiens	RUNX1	NM_001754	Homo sapiens	hsa-miR-106a
18684319	Homo sapiens	APP	NM_201414	Homo sapiens	hsa-miR-106a
19782699	Homo sapiens	CDKN1A	NM_020341	Homo sapiens	hsa-miR-106a
20889678	Homo sapiens	RB1	NM_000321	Homo sapiens	hsa-miR-106a
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-106a
19175831	Homo sapiens	RB1	NM_000314	Homo sapiens	hsa-mir-106b
18728182	Homo sapiens	TAF6L	NM_006473	Homo sapiens	hsa-miR-106b
19096009	Homo sapiens	ITCH	NM_031483	Homo sapiens	hsa-miR-106b
19486339	Homo sapiens	E2F1	NM_005225	Homo sapiens	hsa-miR-106b
19422085	Homo sapiens	CDKN1A	NM_078467	Homo sapiens	hsa-miR-106b
18328430	Homo sapiens	E2F1	NM_005225	Homo sapiens	hsa-miR-106b
18328430	Homo sapiens	CDKN1A	NM_078467	Homo sapiens	hsa-miR-106b
18320040	Homo sapiens	VEGFA	NM_003376	Homo sapiens	hsa-miR-106b
18212054	Homo sapiens	CDKN1A	NM_078467	Homo sapiens	hsa-miR-106b
18234899	Homo sapiens	BACE1	NM_012104	Homo sapiens	hsa-miR-107
17637574	Homo sapiens	SERBP1	NM_015640	Homo sapiens	hsa-miR-107
20042474	Homo sapiens	AGO1	NM_012199	Homo sapiens	hsa-miR-107
20042474	Homo sapiens	AGO2	NM_012154	Homo sapiens	hsa-miR-107
20042474	Homo sapiens	AGO3	NM_024852	Homo sapiens	hsa-miR-107
19688090	Homo sapiens	CCNE1	NM_001238	Homo sapiens	hsa-miR-107
19688090	Homo sapiens	CDK6	NM_001259	Homo sapiens	hsa-miR-107
19688090	Homo sapiens	CDCA4	NM_017955	Homo sapiens	hsa-miR-107
19688090	Homo sapiens	RAB1B	NM_030981	Homo sapiens	hsa-miR-107
19688090	Homo sapiens	CRKL	NM_005207	Homo sapiens	hsa-miR-107
19692702	Homo sapiens	PLAG1	NM_002655	Homo sapiens	hsa-miR-107
21029372	Homo sapiens	DICER1	NM_030621 	Homo sapiens	hsa-miR-107
16549775	Homo sapiens	HOXA1	NM_153620	Homo sapiens	hsa-miR-10a
19074828	Homo sapiens	USF2	NM_207291	Homo sapiens	hsa-miR-10a
21118818	Homo sapiens	SFRS1 	NM_006924 	Homo sapiens	hsa-miR-10a
21118818	Homo sapiens	SFRS10	NM_004593 	Homo sapiens	hsa-miR-10a
20506192	Homo sapiens	SFRS1 	NM_006924 	Homo sapiens	hsa-miR-10a
17898713	Homo sapiens	HOXD10	NM_002148	Homo sapiens	hsa-miR-10b
20075075	Homo sapiens	KLF4	NM_004235	Homo sapiens	hsa-miR-10b
21118818	Homo sapiens	SFRS1 	NM_006924 	Homo sapiens	hsa-miR-10b
21118818	Homo sapiens	SFRS10	NM_004593 	Homo sapiens	hsa-miR-10b
17616664	Homo sapiens	CCNG1	NM_199246	Homo sapiens	hsa-miR-122
18692484	Homo sapiens	BCL2L2	NM_004050	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ADAM17	NM_003183	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	SLC7A1	NM_003045	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	AKT3	NM_181690	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	NUMBL	NM_004756	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	FOXJ3	NM_014947	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	XPO6	NM_015171	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	AP3M2	NM_006803	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	G6PC3	NM_138387	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	GALNT10	NM_198321	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	RIPK5	NM_015375	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	TPD52L2	NM_003288	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	FUNDC2	NM_023934	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	MAPK11	NM_002751	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ALS2CR13	NM_173511	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	BACH2	NM_021813	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ATP11A	NM_015205	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	ATP1A2	NM_000702	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	DUSP2	NM_004418	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	OSMR	NM_003999	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	RABIF	NM_002871	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	PALM	NM_002579	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	AACS	NM_023928	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	TBX19	NM_005149	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	UBAP2	NM_018449	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	EGLN3	NM_022073	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	NCAM1	NM_000615	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	MeCP2	NM_004992	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	CS	NM_004077	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	FOXP1	NM_032682	Homo sapiens	hsa-miR-122
19296470	Homo sapiens	RAB11FIP1	NM_025151	Homo sapiens	hsa-miR-122
